,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.12892964044620736,0.03092747969400114,0.034836851758303214,0.0312367189519775,0.005395751050823152,0.016745194205502554,0.04029256653044512,0.04258942993918908,0.03792182243556912,0.027949235661501846,0.03416517982888342,0.04116735431426423,0.02267001305817631,0.0093820997930723,0.0016631867213196846,0.0018782489242243165,0.016611833552372637,0.013468935230797459
1,0.03092747969400109,0.3029901234357022,0.03643539346216351,0.0219026858892726,0.0041254433698137355,0.020090176446942158,0.04700604116533477,0.04797730661832852,0.04454257632100026,0.0784373340313875,0.039481633672516905,0.048140180854313104,0.0670577011429906,0.003884320614081776,0.001699210438915349,0.0035714570330173975,0.008377843976896622,0.006493779070213386
2,0.034836851758303214,0.03643539346216351,0.1886067939436117,0.035451476301004904,0.007332958126118437,0.02327719464338032,0.05125509261394148,0.048453465805485346,0.047891606144960824,0.03333477677149172,0.04546602597172747,0.050985927804430946,0.026604333814171956,0.0076467049144698,0.0016328274459945903,0.0033967816945363882,0.014438333880294474,0.014076453113733425
3,0.0312367189519775,0.0219026858892726,0.03545147630100495,0.30294238263973317,0.02869264237172052,0.01344843675681378,0.040120257592455744,0.04375669093656796,0.032208642328674535,0.017545737759717857,0.04339351352957271,0.042164054459046224,0.01818536111033854,0.01244429485475503,0.0004636523529089794,0.0029961666271334725,0.01881623108985211,0.018698065057388864
4,0.005395751050823103,0.0041254433698137355,0.007332958126118437,0.02869264237172052,0.21828132308958084,0.004556710972316358,0.00930904820414338,0.009866074935006179,0.007785754777682458,0.0041713566770644256,0.008696192551771354,0.010509886228893213,0.003220058502759551,0.011375406037680823,0.0010896242074137517,0.0015481168679296856,0.01096614501980395,0.01258408272238677
5,0.016745194205502554,0.020090176446942158,0.02327719464338032,0.01344843675681378,0.004556710972316358,-0.07680694349427966,0.02013212564901343,0.017696985624358556,0.021725719487025803,0.02472911580120944,0.016359106291016716,0.01979163199004123,0.013715857003323364,0.009810140888904813,0.001520528224996746,0.0014505086619245075,0.010388791276315177,0.012819945889570385
6,0.04029256653044509,0.04700604116533477,0.05125509261394148,0.040120257592455744,0.009309048204143331,0.02013212564901343,0.40986441570574494,0.10004502655434545,0.09326413458990104,0.04300210491425865,0.07926540658610616,0.11359502668328202,0.039132519717605466,0.008427216160959785,0.0010060369407314251,0.0035990713828569654,0.016708957114806022,0.010731490212687354
7,0.04258942993918908,0.04797730661832852,0.048453465805485346,0.04375669093656794,0.009866074935006179,0.017696985624358605,0.10004502655434545,-0.19849626953294963,0.08258327470288086,0.03994961072788213,0.07816058963819536,0.10618447265974557,0.039381362811243284,0.010595806097358107,0.0009113741578383491,0.0031065547611728306,0.017631690475824295,0.013834617640234933
8,0.03792182243556912,0.04454257632100026,0.047891606144960824,0.032208642328674535,0.007785754777682409,0.021725719487025754,0.09326413458990104,0.08258327470288086,0.3686011998554528,0.04330197743115775,0.06701161160663435,0.09032800308287042,0.036423559149489595,0.007875202062865159,0.0010616210407990373,0.003384685170768373,0.013823695114703001,0.01062607276376331
9,0.027949235661501894,0.0784373340313875,0.03333477677149172,0.017545737759717857,0.0041713566770644256,0.024729115801209414,0.04300210491425865,0.039949610727882154,0.043301977431157726,0.17913095954849928,0.032530532610013006,0.04315115060778399,0.052062794266264145,0.004882800689426493,0.0015682007826717864,0.004375581402768268,0.01065576607206875,0.0062051834612846
10,0.03416517982888342,0.039481633672516905,0.04546602597172747,0.043393513529572734,0.008696192551771354,0.016359106291016716,0.0792654065861061,0.07816058963819536,0.06701161160663432,0.032530532610013055,0.42985801982466104,0.07913111435250185,0.036630008513206226,0.009546678439100065,0.0007037329553200639,0.0035283878065769997,0.015411258219978205,0.010210066838579366
11,0.04116735431426423,0.048140180854313104,0.050985927804430925,0.0421640544590462,0.010509886228893213,0.01979163199004123,0.11359502668328202,0.10618447265974557,0.09032800308287042,0.04315115060778399,0.07913111435250185,0.4100836868838149,0.03908057731427597,0.00996348619417812,0.0009461847972949874,0.0033061304792966328,0.018987886234669762,0.013279624961527162
12,0.02267001305817631,0.0670577011429906,0.026604333814171908,0.01818536111033854,0.003220058502759551,0.013715857003323364,0.039132519717605466,0.039381362811243256,0.036423559149489595,0.05206279426626417,0.036630008513206254,0.039080577314275944,0.36660665955141525,0.0058863818494735804,0.0019189641447384294,0.0016998675814756175,0.008846879856000363,0.006099746542290976
13,0.0093820997930723,0.0038843206140817266,0.0076467049144698,0.01244429485475503,0.011375406037680823,0.009810140888904813,0.008427216160959785,0.010595806097358107,0.007875202062865159,0.0048828006894264435,0.009546678439100016,0.00996348619417812,0.00588638184947363,0.33846634824344596,0.0010715356137769058,0.0013818348885171873,0.05169322701605715,0.05437637654274163
14,0.0016631867213196846,0.0016992104389153982,0.0016328274459945903,0.0004636523529089794,0.0010896242074137517,0.001520528224996746,0.0010060369407314251,0.0009113741578383986,0.0010616210407990373,0.0015682007826717864,0.0007037329553200639,0.0009461847972949874,0.0019189641447384294,0.0010715356137768566,-0.008268578584006148,0.0009975268282570078,0.001170197083086238,0.0012066542604778352
15,0.0018782489242243165,0.0035714570330173975,0.0033967816945363882,0.0029961666271334725,0.0015481168679296856,0.0014505086619245075,0.0035990713828569654,0.003106554761172781,0.003384685170768373,0.004375581402768268,0.0035283878065769997,0.0033061304792966328,0.001699867581475667,0.0013818348885171379,0.0009975268282570078,0.13426560393286358,0.0020053601265692914,0.002222027390102305
16,0.016611833552372637,0.00837784397689667,0.014438333880294425,0.01881623108985211,0.01096614501980395,0.010388791276315177,0.016708957114806022,0.017631690475824295,0.013823695114703001,0.01065576607206875,0.015411258219978205,0.018987886234669762,0.008846879856000363,0.05169322701605718,0.001170197083086238,0.002005360126569242,0.05663954555868582,0.05430614262132072
17,0.013468935230797459,0.006493779070213337,0.014076453113733425,0.018698065057388864,0.01258408272238677,0.012819945889570385,0.010731490212687452,0.013834617640234933,0.01062607276376331,0.0062051834612846,0.010210066838579366,0.013279624961527162,0.006099746542290976,0.05437637654274163,0.0012066542604777858,0.002222027390102305,0.05430614262132072,-0.10977606586277808
